,,,,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net,Execution,Withdrawal,Net
（暦年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Annual figures),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成26年,,2014C.Y.,,"331,233","310,487","20,745","25,837","19,055","6,782","3,172","2,370",802,"7,908","5,629","2,279","2,490","1,226","1,264",917,217,699,"9,950","8,510","1,440",565,405,161,30,12,19,784,658,125,14,22,-8,1,2,-1,1,3,-2,"44,782","37,196","7,586","44,575","36,999","7,576",207,197,10,"2,830","2,101",729,21,9,13,1,2,-1,"1,800","1,390",410,"3,638","3,020",618,"3,386","2,938",449,48,9,38,"253,509","249,100","4,409","7,832","6,517","1,315","127,203","126,797",406,"3,812","1,728","2,085","73,423","72,708",715,142,242,-100,"2,191","2,347",-155,"3,910","2,664","1,246","6,669","5,913",756,"12,518","13,649","-1,131",129,25,104,2,0,2,618,10,608,          --,          --,          --,307,7,300,          --,          --,          --,18,4,14,5,0,5,          --,          --,          --,          --,          --,          --,"302,931","289,463","13,467","11,344","9,608","1,736","246,777","243,019","3,758",26,11,15
平成27年,,2015C.Y.,,"177,541","171,269","6,272","29,589","22,817","6,772","5,078","4,306",772,"5,617","4,426","1,191","1,747",897,851,"1,195",62,"1,133","13,511","11,221","2,290","1,046",641,404,246,144,101,"1,067","1,069",-2,28,10,19,2,1,1,33,3,30,"32,488","27,250","5,237","32,200","26,932","5,268",288,318,-30,"2,477","4,876","-2,399",20,13,7,55,1,54,"1,462","4,292","-2,830","2,918","3,689",-771,"2,553","3,336",-783,10,4,7,"109,693","112,529","-2,836","6,734","10,890","-4,155","40,918","42,783","-1,865","5,033","2,534","2,499","30,218","28,322","1,896",509,173,336,"3,726","3,705",21,"2,861","2,336",525,"5,576","5,610",-34,"10,904","11,651",-747,907,869,37,1,2,-1,351,74,277,1,          --,1,312,2,310,          --,          --,          --,25,33,-8,2,3,-1,          --,          --,          --,          --,          --,          --,"145,986","143,240","2,746","15,900","13,090","2,810","104,063","106,688","-2,625",26,4,22
平成28年,,2016C.Y.,,"346,393","301,478","44,915","79,438","69,942","9,496","4,451","4,562",-111,"5,524","3,909","1,614","3,678","1,093","2,585",874,208,666,"61,212","57,172","4,039","2,258","1,546",712,292,272,19,"1,084","1,119",-35,26,14,13,3,1,1,6,7,-1,"102,762","95,256","7,506","102,456","94,979","7,477",306,276,29,"3,504","1,796","1,709",1,27,-26,58,6,52,"2,533","1,259","1,274","3,581","2,712",869,"3,139","2,338",801,-3,26,-29,"156,743","131,667","25,076","6,303","5,421",882,"64,299","58,175","6,124","7,627","2,678","4,949","50,891","44,615","6,277",164,140,23,"5,787","5,910",-123,"1,874","1,016",858,"2,370","1,400",970,"10,196","10,217",-21,594,591,3,4,1,3,316,95,221,2,          --,2,303,58,244,          --,          --,          --,48,10,38,10,9,1,          --,          --,          --,          --,          --,          --,"263,201","229,386","33,815","64,878","60,126","4,752","154,016","129,902","24,114",8,2,6
平成29年,,2017C.Y.,,"425,907","404,763","21,144","84,398","78,114","6,284","3,094","1,980","1,114","5,593","6,045",-452,"1,886",880,"1,006","1,566",226,"1,340","69,441","65,900","3,541","2,052","2,553",-501,225,10,216,484,504,-20,29,1,28,6,2,4,15,1,14,"178,649","172,000","6,649","178,406","171,706","6,700",243,294,-51,"7,379","4,113","3,265",0,6,-6,          --,3,-3,"6,384","3,285","3,100","3,606","3,333",272,"2,958","2,683",276,4,39,-36,"151,597","147,099","4,498","11,314","10,706",608,"56,047","60,281","-4,233","9,065","4,988","4,078","43,495","39,472","4,023",556,221,336,"6,187","6,555",-368,"1,644","1,022",622,"2,927","1,417","1,510","5,441","5,094",347,"1,458","1,347",110,5,0,5,261,97,165,          --,          --,          --,219,91,128,          --,          --,          --,17,7,10,3,6,-3,          --,          --,          --,          --,          --,          --,"334,757","322,017","12,740","72,237","68,970","3,268","148,218","145,453","2,765",47,0,47
平成30年,,2018C.Y.,,"371,708","343,759","27,949","67,744","62,483","5,261","4,151","3,265",886,"5,558","4,698",860,"1,195",784,412,"2,331",227,"2,105","50,914","51,419",-505,"2,913","1,595","1,318",57,17,39,533,439,94,37,1,36,6,2,4,11,8,3,"161,852","154,747","7,105","161,624","154,614","7,010",228,133,95,"8,275","3,606","4,669",9,7,3,9,0,9,"6,890","2,753","4,137","10,155","8,540","1,616","9,448","8,160","1,288",36,24,12,"120,731","112,892","7,839","11,870","10,498","1,372","48,383","43,534","4,849","5,151","2,515","2,637","23,886","23,690",196,40,112,-72,"9,763","8,638","1,126","1,920","2,478",-558,"4,354","1,583","2,771",443,266,177,"2,175","2,445",-269,4,1,2,"2,942","1,488","1,455",          --,1,-1,152,63,89,          --,          --,          --,9,4,5,          --,1,-1,          --,          --,          --,          --,          --,          --,"297,133","277,382","19,750","54,462","53,473",989,"116,273","110,998","5,275",11,1,9
令和元(平成31)年,,2019C.Y.,,"333,493","289,834","43,659","56,851","46,454","10,397","5,385","3,293","2,092","8,860","6,590","2,270","1,616",500,"1,115",848,384,464,"34,126","31,375","2,751","4,383","3,248","1,135",74,34,41,"1,427",963,464,46,25,21,25,0,25,50,21,29,"123,835","104,977","18,858","123,145","104,429","18,716",690,547,142,"10,836","8,198","2,638","1,110",782,328,          --,          --,          --,"6,671","5,403","1,267","11,698","9,929","1,769","9,601","9,136",465,17,2,15,"129,410","120,201","9,209","22,855","22,609",246,"48,531","45,463","3,069","7,342","5,605","1,737","27,275","27,985",-710,155,410,-256,"4,382","5,906","-1,524","3,504","2,007","1,497","6,924","5,931",992,539,357,181,"1,157","1,237",-80,8,1,7,217,74,142,2,          --,2,213,66,147,          --,          --,          --,647,1,646,          --,0,0,          --,          --,          --,          --,          --,          --,"264,606","235,457","29,149","40,085","35,645","4,439","122,239","114,059","8,180",9,5,4
令和2年,,2020C.Y.,,"434,440","367,425","67,015","73,498","62,539","10,960","7,004","5,460","1,544","12,821","10,741","2,080","1,181",415,765,"2,205","1,355",850,"43,834","39,090","4,744","5,975","4,892","1,082",49,57,-8,357,500,-143,32,24,8,5,1,4,6,0,5,"122,488","103,861","18,628","122,359","103,821","18,538",130,40,90,"8,870","10,201","-1,331",256,572,-316,19,19,-1,"4,261","4,981",-720,"6,350","7,853","-1,503","4,742","5,930","-1,189",14,3,11,"223,046","182,867","40,180","14,437","13,321","1,116","112,873","80,107","32,766","5,812","5,711",101,"35,050","33,019","2,031",125,155,-31,"5,069","5,008",61,"1,633","3,312","-1,679","15,225","6,849","8,376","1,162","1,191",-29,"1,222","1,188",34,1,0,0,145,58,87,1,          --,1,53,52,2,          --,          --,          --,41,47,-6,41,          --,41,          --,          --,          --,          --,          --,          --,"352,715","294,397","58,318","50,252","44,567","5,685","97,152","97,909",-757,19,10,9
令和3年,,2021C.Y.,,"434,082","395,942","38,140","102,053","77,741","24,311","14,926","14,000",926,"25,429","12,135","13,295",884,635,248,"1,704",432,"1,272","54,043","45,509","8,534","4,566","4,700",-134,80,43,37,323,268,55,46,14,32,14,1,14,5,2,3,"121,808","110,377","11,431","121,232","110,305","10,928",576,73,503,"8,963","3,125","5,838",3,15,-12,          --,          --,          --,"8,150","2,640","5,510","10,062","5,957","4,104","7,283","4,183","3,100",37,9,28,"190,526","198,226","-7,700","19,584","17,751","1,833","92,414","95,591","-3,178","9,735","7,146","2,589","32,348","31,761",587,745,621,124,"7,124","6,867",256,468,"2,091","-1,624","18,338","21,704","-3,365",680,"3,353","-2,673","1,562","1,487",75,3,3,0,144,84,60,3,          --,3,114,77,36,          --,          --,          --,527,431,96,510,360,150,          --,          --,          --,          --,          --,          --,"321,381","313,270","8,111","59,073","50,535","8,538","79,668","80,716","-1,048",17,3,13
令和4年,,2022C.Y.,,"502,368","439,325","63,043","87,646","70,327","17,319","19,477","18,598",878,"14,318","10,525","3,794","2,529",712,"1,816","1,732",859,873,"42,011","33,340","8,671","6,646","5,910",736,123,108,15,676,247,428,9,14,-5,17,1,17,3,1,2,"118,552","100,135","18,416","112,113","99,832","12,281","6,438",303,"6,135","14,011","6,608","7,402",36,44,-8,5,          --,5,"11,621","4,985","6,635","42,763","41,505","1,258","41,153","39,422","1,731",23,1,22,"238,738","220,065","18,672","23,432","22,629",804,"122,573","111,165","11,408","12,113","10,015","2,099","32,446","31,701",745,"16,301","16,271",29,"8,351","9,165",-814,"1,066",870,197,"15,049","11,108","3,941",132,156,-24,"1,591","1,463",128,1,3,1,106,101,5,-12,          --,-12,91,78,13,          --,          --,          --,553,583,-30,550,580,-30,          --,          --,          --,          --,          --,          --,"400,114","360,592","39,523","49,485","39,620","9,865","100,893","97,597","3,296",6,6,0
令和5年,,2023C.Y.,,"529,764","500,866","28,898","78,821","62,146","16,675","25,428","23,623","1,805","14,052","11,267","2,785","2,972",614,"2,358","1,501",486,"1,015","29,080","20,876","8,204","4,449","4,220",229,196,62,135,990,935,55,34,32,2,15,0,15,28,29,0,"142,877","137,058","5,819","142,268","136,991","5,277",610,67,543,"12,853","11,199","1,654",122,11,111,6,          --,6,"10,300","9,602",698,"28,419","29,976","-1,557","25,539","27,192","-1,653",23,1,22,"266,448","260,048","6,399","20,398","19,716",682,"144,978","140,931","4,047","11,548","8,366","3,182","29,372","30,744","-1,372","22,562","22,250",312,"11,231","10,502",730,"3,336","2,661",675,"18,367","18,360",7,39,126,-87,"1,047",996,51,          --,          --,          --,90,107,-18,-43,          --,-43,125,107,18,          --,          --,          --,256,331,-75,247,330,-83,          --,          --,          --,          --,          --,          --,"436,603","424,788","11,815","34,769","26,127","8,642","103,021","100,560","2,461",1,7,-6
令和6年,,2024C.Y.,,"716,090","687,063","29,027","123,659","107,112","16,547","34,643","32,587","2,056","17,346","10,957","6,389","3,717","1,162","2,554","2,333","1,392",941,"58,528","54,403","4,124","4,430","4,163",266,190,74,116,"2,267","2,353",-86,49,6,42,29,1,28,11,10,1,"221,238","234,086","-12,849","217,731","231,912","-14,181","3,507","2,174","1,332","15,332","17,576","-2,243",18,7,11,27,          --,27,"13,263","16,381","-3,118","56,091","51,128","4,963","52,884","48,008","4,876",331,330,-1,"299,687","277,037","22,650","19,122","19,322",-200,"139,081","139,942",-861,"10,427","8,350","2,077","56,205","48,213","7,992","26,419","25,961",458,"11,755","11,061",695,"2,097","2,901",-804,"18,234","8,861","9,373",198,125,73,"1,413","1,324",88,          --,          --,          --,68,78,-10,-12,          --,-12,77,73,4,          --,          --,          --,17,46,-29,11,46,-35,          --,          --,          --,          --,          --,          --,"576,866","561,167","15,699","65,573","61,003","4,571","142,282","128,197","14,085",136,16,120
令和7年,,2025C.Y.,,"723,997","654,826","69,171","145,887","124,052","21,836","29,351","28,401",951,"17,323","14,210","3,114","4,892","1,493","3,399","2,052",516,"1,536","83,998","71,821","12,177","5,224","5,241",-17,153,33,120,"2,522","2,301",222,76,3,73,79,7,73,25,          --,25,"203,359","187,975","15,384","200,911","182,333","18,579","2,448","5,643","-3,195","25,139","18,731","6,407",12,8,4,3,2,1,"23,092","17,487","5,604","55,275","57,984","-2,708","52,239","55,054","-2,815",9,2,3,"293,976","265,860","28,116","25,345","25,096",249,"143,588","133,842","9,746","8,389","6,330","2,058","48,401","43,342","5,059","29,676","29,230",446,"9,636","10,126",-490,"1,314","3,265","-1,951","15,897","6,441","9,456",194,124,70,"1,259","1,187",72,          --,          --,          --,349,218,131,87,23,63,91,89,3,          --,          --,          --,14,7,7,          --,          --,          --,          --,          --,          --,          --,          --,          --,"552,009","509,914","42,095","92,182","79,429","12,753","134,320","125,544","8,776",1,684,-683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（月次）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Monthly figures),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成26年,1月,2014,Jan,"25,371","22,843","2,528","1,910","1,262",647,18,189,-171,974,400,574,132,78,53,44,6,38,708,514,194,          --,49,-49,3,0,3,29,24,5,2,          --,2,          --,0,0,          --,0,0,"1,319",559,760,"1,312",552,760,7,7,0,161,177,-16,          --,          --,          --,          --,0,0,86,77,9,79,567,-489,72,567,-496,3,          --,3,"21,890","20,277","1,614",699,574,125,"11,081","10,920",160,213,30,184,"5,763","5,829",-66,9,6,3,41,78,-37,107,53,54,"1,254",635,619,"1,011",889,121,3,          --,3,          --,0,0,11,0,11,          --,          --,          --,23,0,23,          --,          --,          --,          --,0,0,          --,0,0,          --,          --,          --,          --,          --,          --,"23,316","21,409","1,906",742,588,154,"20,632","19,637",995,2,2,-1
,2月,,Feb,"20,434","21,334",-900,"1,079",745,334,40,          --,40,244,155,89,146,89,56,179,47,132,427,424,4,0,0,0,1,          --,1,41,29,12,          --,          --,          --,          --,0,0,          --,          --,          --,"1,171",984,187,"1,159",941,219,12,43,-31,100,53,46,          --,          --,          --,1,1,0,37,25,12,41,3,38,34,3,31,3,          --,3,"18,037","19,549","-1,513",539,408,131,"9,148","8,794",354,229,10,219,"4,737","6,103","-1,365",6,22,-16,339,173,165,18,66,-48,461,701,-240,"1,290","1,331",-42,4,3,1,          --,0,0,7,0,7,          --,          --,          --,19,0,19,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"19,411","20,583","-1,172",470,453,16,"17,574","18,830","-1,256",1,5,-3
,3月,,Mar,"26,165","20,783","5,382","2,019","1,430",588,245,34,211,320,205,115,248,154,93,52,6,46,950,957,-7,76,26,51,16,3,13,112,43,68,          --,          --,          --,          --,          --,          --,          --,2,-2,"2,774",670,"2,104","2,743",656,"2,087",31,13,18,743,293,451,          --,0,0,          --,0,0,665,240,425,535,137,398,523,137,386,8,          --,8,"20,078","18,249","1,829","1,062",816,247,"8,654","7,114","1,540",226,23,203,"6,425","6,496",-71,30,16,13,142,99,43,340,19,321,200,443,-243,"1,161","1,368",-207,19,          --,19,1,          --,1,13,1,13,          --,          --,          --,24,0,24,          --,          --,          --,2,4,-1,2,          --,2,          --,          --,          --,          --,          --,          --,"23,423","19,061","4,361","1,154","1,029",125,"19,876","17,785","2,091",4,3,1
,4月,,Apr,"22,900","23,070",-170,"1,146","1,236",-90,101,224,-123,221,422,-201,84,64,20,94,5,89,581,449,133,22,2,21,0,1,-1,42,70,-28,1,1,0,1,          --,1,          --,          --,          --,"1,917","1,258",659,"1,909","1,253",655,8,5,3,113,300,-187,          --,          --,          --,          --,0,0,48,272,-224,261,722,-461,258,716,-458,3,7,-3,"19,446","19,551",-105,517,595,-78,"15,596","15,999",-402,301,339,-38,798,431,367,25,47,-22,155,40,115,118,81,37,228,154,74,"1,190","1,480",-290,7,          --,7,          --,0,0,15,2,13,          --,          --,          --,27,0,27,          --,          --,          --,1,          --,1,1,          --,1,          --,          --,          --,          --,          --,          --,"21,705","21,538",167,647,522,125,"19,218","19,395",-177,3,0,3
,5月,,May,"26,909","25,273","1,636","2,249","1,809",440,26,4,22,"1,202","1,031",171,136,48,88,50,1,49,793,680,113,          --,          --,          --,3,          --,3,39,44,-5,          --,          --,          --,          --,1,-1,          --,          --,          --,"3,117","2,824",292,"3,103","2,813",289,14,11,3,193,153,40,          --,3,-3,          --,          --,          --,132,78,54,132,109,23,128,109,19,3,          --,3,"20,868","20,378",490,399,499,-100,"11,651","11,621",30,302,153,149,"4,770","4,161",609,3,16,-13,458,703,-245,98,255,-157,647,95,552,"1,037","1,379",-342,5,          --,5,          --,          --,          --,350,0,350,          --,          --,          --,24,0,24,          --,          --,          --,1,          --,1,          --,          --,          --,          --,          --,          --,          --,          --,          --,"24,491","23,311","1,180",835,725,110,"20,220","20,277",-57,2,          --,2
,6月,,Jun,"29,840","26,174","3,666","2,671","1,641","1,030",593,123,470,335,578,-243,702,127,575,87,18,69,917,754,163,1,          --,1,1,3,-2,33,39,-6,          --,          --,          --,          --,          --,          --,          --,          --,          --,"1,643",761,882,"1,638",761,877,4,          --,4,328,83,245,          --,          --,          --,          --,0,0,220,32,188,804,38,766,646,38,608,4,1,3,"24,380","23,650",730,739,368,371,"14,523","14,924",-401,252,63,189,"4,959","4,212",748,55,30,24,180,102,79,149,130,19,456,607,-151,"1,282","1,435",-153,6,          --,6,          --,          --,          --,14,0,14,          --,          --,          --,26,0,25,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"26,747","24,468","2,279",951,795,156,"23,889","23,019",870,0,1,-1
